total # of peaks = 1

From low frequency, the #1 peak

Data fit to <HN_loss> functional form

xData (#.=28)
[[1.798180],[1.941039],[2.083893],[2.226752],[2.369609],[2.512468],[2.655326],[2.798180],[2.941039],[3.083893],[3.226752],[3.369609],[3.512468],[3.655326],[3.798180],[3.941039],[4.083893],[4.226752],[4.369609],[4.512468],[4.655326],[4.798180],[4.941039],[5.083893],[5.226752],[5.369609],[5.512468],[5.655326]]

yData (#.=28)
[-0.922021,-0.939102,-0.967510,-0.981816,-1.007433,-1.032746,-1.062533,-1.091842,-1.123167,-1.160497,-1.195644,-1.233076,-1.272648,-1.310486,-1.350517,-1.392407,-1.433263,-1.468027,-1.517170,-1.556822,-1.581087,-1.629641,-1.662658,-1.700526,-1.723986,-1.751445,-1.789521,-1.791009]

stop condition:
intial coeffs = 1 0.5 0.5 -8 
scale  = 1 0.5 0.5 -8 
bndl   = 0 0 0 -20 
bndu   = 10 1 1 20 
epsf   = 0
epsx   = 1e-10
maxits = 100000

Operating Mode: F

fit info 2
(relative step is no more than EpsX.)

internal iterations = 80
time used = 0 seconds

fit coeffs
0.510662 0.95466 0.27303 -1.27096 

fit coeffs error
0.0854113 0.261057 0.0785428 0.253753 

Statistics
===================================
R^2 (coefficient of determination) 
0.998057 (1 cycles)

RMS error 
0.0125415

average error 
0.00935103

average relative error 
0.00669624

maximum error 
0.0436897
===================================

cutoff_lo_afreq 1.79818
cutoff_lo_sfreq 1

cutoff_hi_afreq 5.65533
cutoff_hi_sfreq 4.85715

afreq_max 1.79818
sfreq_max 1
loss_max  -0.922021

tauMax(afreq) 0.0174245
log(tauMax_a) -1.75884
tauMax(sfreq) 0.109481
log(tauMax_s) -0.96066

Raw Data (#.=61)
log.afreq  log.sfreq  log.loss  storage   
==========================================
-0.773248 -1.57143 -0.891466 2.512
-0.630391 -1.42857 -0.865943 2.4843
-0.487532 -1.28571 -0.883925 2.4559
-0.344674 -1.14285 -0.874528 2.429
-0.20182 -1 -0.894136 2.4006
-0.0589614 -0.857141 -0.932557 2.3759
0.083893 -0.714285 -0.910341 2.3505
0.226752 -0.571428 -0.918395 2.325
0.369609 -0.428571 -0.918279 2.2998
0.512468 -0.285712 -0.920932 2.2745
0.655326 -0.142855 -0.920778 2.2495
0.79818 0 -0.913569 2.2241
0.941039 0.142859 -0.916845 2.1986
1.08389 0.285715 -0.905894 2.1731
1.22675 0.428572 -0.910913 2.1469
1.36961 0.571429 -0.911821 2.1216
1.51247 0.714288 -0.913286 2.0956
1.65533 0.857145 -0.932397 2.0708
1.79818 1 -0.922021 2.0461
1.94104 1.14286 -0.939102 2.0212
2.08389 1.28571 -0.96751 1.9981
2.22675 1.42857 -0.981816 1.9758
2.36961 1.57143 -1.00743 1.9546
2.51247 1.71429 -1.03275 1.9346
2.65533 1.85715 -1.06253 1.9158
2.79818 2 -1.09184 1.8983
2.94104 2.14286 -1.12317 1.8819
3.08389 2.28571 -1.1605 1.8668
3.22675 2.42857 -1.19564 1.8529
3.36961 2.57143 -1.23308 1.8401
3.51247 2.71429 -1.27265 1.8284
3.65533 2.85715 -1.31049 1.8177
3.79818 3 -1.35052 1.8079
3.94104 3.14286 -1.39241 1.799
4.08389 3.28571 -1.43326 1.7909
4.22675 3.42857 -1.46803 1.7835
4.36961 3.57143 -1.51717 1.7767
4.51247 3.71429 -1.55682 1.7707
4.65533 3.85715 -1.58109 1.765
4.79818 4 -1.62964 1.7598
4.94104 4.14286 -1.66266 1.7551
5.08389 4.28571 -1.70053 1.7507
5.22675 4.42857 -1.72399 1.7467
5.36961 4.57143 -1.75145 1.7428
5.51247 4.71429 -1.78952 1.7393
5.65533 4.85715 -1.79101 1.7359
5.79818 5 -1.82313 1.7326
5.94104 5.14286 -1.85491 1.7296
6.08389 5.28571 -1.86549 1.7267
6.22675 5.42857 -1.88041 1.7239
6.36961 5.57143 -1.95667 1.7213
6.51247 5.71429 -1.84579 1.7189
6.65533 5.85715 -2.43956 1.7168
6.79818 6 -2.93593 1.719
6.94104 6.14286 -2.16518 1.7169
7.08389 6.28571 -3.39788 1.7172
7.22675 6.42857 -1.70858 1.7179
7.36961 6.57143 -1.76107 1.7239
7.51247 6.71429 -1.38234 1.727
7.65533 6.85715 -1.2091 1.741
7.79818 7 -2.03346 1.7465


DC Free Mode (#.=61)
log.afreq  log.sfreq  log.loss  storage   
==========================================
-0.773248 -1.57143 -0.891466 2.512
-0.630391 -1.42857 -0.865943 2.4843
-0.487532 -1.28571 -0.883925 2.4559
-0.344674 -1.14285 -0.874528 2.429
-0.20182 -1 -0.894136 2.4006
-0.0589614 -0.857141 -0.932557 2.3759
0.083893 -0.714285 -0.910341 2.3505
0.226752 -0.571428 -0.918395 2.325
0.369609 -0.428571 -0.918279 2.2998
0.512468 -0.285712 -0.920932 2.2745
0.655326 -0.142855 -0.920778 2.2495
0.79818 0 -0.913569 2.2241
0.941039 0.142859 -0.916845 2.1986
1.08389 0.285715 -0.905894 2.1731
1.22675 0.428572 -0.910913 2.1469
1.36961 0.571429 -0.911821 2.1216
1.51247 0.714288 -0.913286 2.0956
1.65533 0.857145 -0.932397 2.0708
1.79818 1 -0.922021 2.0461
1.94104 1.14286 -0.939102 2.0212
2.08389 1.28571 -0.96751 1.9981
2.22675 1.42857 -0.981816 1.9758
2.36961 1.57143 -1.00743 1.9546
2.51247 1.71429 -1.03275 1.9346
2.65533 1.85715 -1.06253 1.9158
2.79818 2 -1.09184 1.8983
